id,name,id_number_masked,position,nationality,birth_date,notes,created_at
1493,Rina Rina Nugroho,6592********3492,Direktur Operasional,Indonesia,1954-12-28,,2026-01-15 14:25:06.94534+00
1494,Yanti Nugroho,6593********3493,Komisaris Independen,Indonesia,1972-12-10,,2026-01-15 14:25:06.94534+00
1495,Maya Raharjo,6594********3494,Direktur,Indonesia,1972-07-10,,2026-01-15 14:25:06.94534+00
1496,Lestari Eko Purwanto,6595********3495,Direktur Operasional,Indonesia,1984-09-06,,2026-01-15 14:25:06.94534+00
1497,Andi Cahya,6596********3496,Direktur Operasional,Indonesia,1950-08-08,,2026-01-15 14:25:06.94534+00
1498,Nurul Kusumo,6597********3497,Direktur,Indonesia,1971-04-05,,2026-01-15 14:25:06.94534+00
1499,Hadi Feri Hidayat,6598********3498,Direktur Operasional,Indonesia,1990-02-01,,2026-01-15 14:25:06.94534+00
1500,Lestari Yulia Gunawan,6599********3499,Komisaris Independen,Indonesia,1962-10-07,,2026-01-15 14:25:06.94534+00
1501,Tri Joko Mahendra,6600********3500,Direktur Utama,Indonesia,1977-03-09,,2026-01-15 14:25:06.94534+00
1502,Bambang Bambang Permana,6601********3501,CFO,Indonesia,1952-07-04,,2026-01-15 14:25:06.94534+00
1503,Rina Setiawan,6602********3502,Sekretaris Perusahaan,Indonesia,1968-03-06,,2026-01-15 14:25:06.94534+00
1504,Fitri Fitri Hartono,6603********3503,COO,Indonesia,1965-03-15,,2026-01-15 14:25:06.94534+00
1505,Wahyu Ratna Putra,6604********3504,COO,Indonesia,1977-03-11,,2026-01-15 14:25:06.94534+00
1506,Indah Wibowo,6605********3505,Komisaris,Indonesia,1958-06-22,,2026-01-15 14:25:06.94534+00
1507,Wahyu Sri Raharjo,6606********3506,Komisaris Independen,Indonesia,1987-01-08,,2026-01-15 14:25:06.94534+00
1508,Maya Ratna Wibowo,6607********3507,Komisaris Utama,Indonesia,1966-05-22,,2026-01-15 14:25:06.94534+00
1509,Wahyu Ardiansyah,6608********3508,CEO,Indonesia,1977-09-03,,2026-01-15 14:25:06.94534+00
1510,Bambang Cahya,6609********3509,Komisaris Utama,Indonesia,1988-02-27,,2026-01-15 14:25:06.94534+00
1511,Ratna Hermawan,6610********3510,Komisaris,Indonesia,1960-06-17,,2026-01-15 14:25:06.94534+00
1512,Tri Kusuma,6611********3511,Direktur,Indonesia,1956-06-11,,2026-01-15 14:25:06.94534+00
1513,Maya Suryanto,6612********3512,Direktur Keuangan,Indonesia,1959-03-21,,2026-01-15 14:25:06.94534+00
1514,Eko Santoso,6613********3513,CFO,Indonesia,1984-12-21,,2026-01-15 14:25:06.94534+00
1515,Sri Hendra Hartono,6614********3514,COO,Indonesia,1955-03-19,,2026-01-15 14:25:06.94534+00
1516,Andi Purwanto,6615********3515,Direktur Keuangan,Indonesia,1957-03-22,,2026-01-15 14:25:06.94534+00
1517,Lestari Irwan Suharto,6616********3516,Komisaris Utama,Indonesia,1988-08-02,,2026-01-15 14:25:06.94534+00
1518,Maya Hartono,6617********3517,Direktur Keuangan,Indonesia,1977-11-23,,2026-01-15 14:25:06.94534+00
1519,Budi Wijaya,6618********3518,CEO,Indonesia,1972-05-16,,2026-01-15 14:25:06.94534+00
1520,Agus Yulia Nugroho,6619********3519,Direktur Keuangan,Indonesia,1990-06-07,,2026-01-15 14:25:06.94534+00
1521,Sigit Agus Hartono,6620********3520,Direktur,Indonesia,1958-11-06,,2026-01-15 14:25:06.94534+00
1522,Budi Hermawan,6621********3521,Direktur Utama,Indonesia,1979-11-10,,2026-01-15 14:25:06.94534+00
1523,Rizki Eko Wijaya,6622********3522,Direktur Operasional,Malaysia,1967-06-26,,2026-01-15 14:25:06.94534+00
1524,Wishnu Eko Wijaya,6623********3523,Direktur Operasional,China,1966-01-02,,2026-01-15 14:25:06.94534+00
1525,Feri Hadi Suryanto,6624********3524,Komisaris,Indonesia,1952-01-28,,2026-01-15 14:25:06.94534+00
1526,Agus Mahendra,6625********3525,Komisaris Independen,Indonesia,1952-10-15,,2026-01-15 14:25:06.94534+00
1527,Eko Nugroho,6626********3526,Sekretaris Perusahaan,Indonesia,1986-10-21,,2026-01-15 14:25:06.94534+00
1528,Eko Kurnia Ramadhan,6627********3527,CEO,Indonesia,1982-07-13,,2026-01-15 14:25:06.94534+00
1529,Rina Agus Kusuma,6628********3528,Direktur,Indonesia,1985-10-07,,2026-01-15 14:25:06.94534+00
1530,Hendro Hartono,6629********3529,Direktur Keuangan,Indonesia,1957-05-02,,2026-01-15 14:25:06.94534+00
1531,Rina Wati Raharjo,6630********3530,Direktur,Indonesia,1978-02-12,,2026-01-15 14:25:06.94534+00
1532,Dewi Fitri Prasetyo,6631********3531,Sekretaris Perusahaan,Indonesia,1982-03-24,,2026-01-15 14:25:06.94534+00
1533,Irwan Hermawan,6632********3532,Direktur Utama,Indonesia,1967-08-10,,2026-01-15 14:25:06.94534+00
1534,Putri Lestari Prabowo,6633********3533,Sekretaris Perusahaan,Indonesia,1958-07-05,,2026-01-15 14:25:06.94534+00
1535,Maya Hadi Cahya,6634********3534,Direktur Operasional,Indonesia,1980-08-17,,2026-01-15 14:25:06.94534+00
1536,Irwan Wishnu Permana,6635********3535,Direktur Keuangan,Indonesia,1970-03-11,,2026-01-15 14:25:06.94534+00
1537,Dewi Ratna Ardiansyah,6636********3536,Direktur Operasional,Indonesia,1952-06-15,,2026-01-15 14:25:06.94534+00
1538,Yulia Dian Surya,6637********3537,Direktur,Indonesia,1951-08-06,,2026-01-15 14:25:06.94534+00
1539,Rudi Firmansyah,6638********3538,CEO,Indonesia,1968-11-05,,2026-01-15 14:25:06.94534+00
1540,Siti Suryanto,6639********3539,Komisaris Utama,Japan,1979-09-20,,2026-01-15 14:25:06.94534+00
1541,Lestari Suryanto,6640********3540,Sekretaris Perusahaan,Indonesia,1973-03-15,,2026-01-15 14:25:06.94534+00
1542,Indah Susanto,6641********3541,Direktur Utama,China,1974-11-09,,2026-01-15 14:25:06.94534+00
1543,Dian Wulan Permana,6642********3542,COO,Indonesia,1961-07-18,,2026-01-15 14:25:06.94534+00
1544,Kurnia Joko Kusuma,6643********3543,Direktur Utama,Indonesia,1951-09-26,,2026-01-15 14:25:06.94534+00
1545,Dwi Kusuma,6644********3544,Direktur Operasional,Indonesia,1980-12-05,,2026-01-15 14:25:06.94534+00
1546,Maya Aditya,6645********3545,Direktur,Japan,1988-03-03,,2026-01-15 14:25:06.94534+00
1547,Yanti Ramadhan,6646********3546,Komisaris Independen,Indonesia,1953-08-22,,2026-01-15 14:25:06.94534+00
1548,Agus Santoso,6647********3547,CEO,Indonesia,1977-09-15,,2026-01-15 14:25:06.94534+00
1549,Sri Wijaya,6648********3548,Komisaris Independen,Indonesia,1962-12-09,,2026-01-15 14:25:06.94534+00
1550,Sari Wibowo,6649********3549,COO,Indonesia,1980-01-08,,2026-01-15 14:25:06.94534+00
1551,Hendra Budi Hermawan,6650********3550,Komisaris,Indonesia,1969-09-01,,2026-01-15 14:25:06.94534+00
1552,Hendra Wijaya,6651********3551,Direktur,Indonesia,1951-04-04,,2026-01-15 14:25:06.94534+00
1553,Yulia Kurnia Raharjo,6652********3552,Sekretaris Perusahaan,Indonesia,1984-06-10,,2026-01-15 14:25:06.94534+00
1554,Rizki Dian Santoso,6653********3553,Sekretaris Perusahaan,Japan,1954-08-22,,2026-01-15 14:25:06.94534+00
1555,Agus Hartono,6654********3554,Komisaris Utama,Indonesia,1967-10-13,,2026-01-15 14:25:06.94534+00
1556,Dian Aditya,6655********3555,Komisaris,Indonesia,1957-08-22,,2026-01-15 14:25:06.94534+00
1557,Budi Irwan Firmansyah,6656********3556,CFO,Indonesia,1963-08-28,,2026-01-15 14:25:06.94534+00
1558,Putri Sari Utomo,6657********3557,Direktur Keuangan,Indonesia,1990-04-13,,2026-01-15 14:25:06.94534+00
1559,Sri Nurul Setiawan,6658********3558,Direktur Utama,Singapore,1950-01-17,,2026-01-15 14:25:06.94534+00
1560,Hadi Susanto,6659********3559,COO,Indonesia,1959-09-07,,2026-01-15 14:25:06.94534+00
1561,Wahyu Santoso,6660********3560,Komisaris,Indonesia,1962-06-10,,2026-01-15 14:25:06.94534+00
1562,Wulan Sri Hermawan,6661********3561,Komisaris,Indonesia,1986-08-02,,2026-01-15 14:25:06.94534+00
1563,Lestari Aditya,6662********3562,Komisaris Utama,Indonesia,1962-02-27,,2026-01-15 14:25:06.94534+00
1564,Kurnia Hermawan,6663********3563,COO,Indonesia,1989-03-08,,2026-01-15 14:25:06.94534+00
1565,Fitri Eko Santoso,6664********3564,Komisaris Utama,China,1960-01-19,,2026-01-15 14:25:06.94534+00
1566,Wahyu Nita Hartono,6665********3565,Direktur Keuangan,Indonesia,1950-07-02,,2026-01-15 14:25:06.94534+00
1567,Tri Ratna Cahya,6666********3566,Direktur Keuangan,Indonesia,1990-01-26,,2026-01-15 14:25:06.94534+00
1568,Rina Rizki Utomo,6667********3567,CEO,Indonesia,1986-11-13,,2026-01-15 14:25:06.94534+00
1569,Rudi Sigit Wibowo,6668********3568,Direktur Utama,Indonesia,1990-10-19,,2026-01-15 14:25:06.94534+00
1570,Rudi Yanti Susanto,6669********3569,Direktur,Indonesia,1970-06-23,,2026-01-15 14:25:06.94534+00
1571,Maya Permana,6670********3570,Direktur Keuangan,Indonesia,1982-07-20,,2026-01-15 14:25:06.94534+00
1572,Wahyu Santoso,6671********3571,Komisaris Independen,Indonesia,1969-11-27,,2026-01-15 14:25:06.94534+00
1573,Rizki Lestari Santoso,6672********3572,CEO,Indonesia,1982-04-02,,2026-01-15 14:25:06.94534+00
1574,Ahmad Pratama,6673********3573,Sekretaris Perusahaan,Indonesia,1956-05-18,,2026-01-15 14:25:06.94534+00
1575,Indah Suryanto,6674********3574,Sekretaris Perusahaan,Indonesia,1971-12-03,,2026-01-15 14:25:06.94534+00
1576,Wulan Lestari Ardiansyah,6675********3575,CEO,Indonesia,1951-03-12,,2026-01-15 14:25:06.94534+00
1577,Wati Wijaya,6676********3576,CEO,Indonesia,1979-09-12,,2026-01-15 14:25:06.94534+00
1578,Taufik Wulan Kusuma,6677********3577,CEO,Indonesia,1983-12-14,,2026-01-15 14:25:06.94534+00
1579,Adi Ahmad Gunawan,6678********3578,Komisaris,Indonesia,1966-04-12,,2026-01-15 14:25:06.94534+00
1580,Hendro Wati Kusuma,6679********3579,COO,Indonesia,1964-07-16,,2026-01-15 14:25:06.94534+00
1581,Dwi Suharto,6680********3580,COO,Indonesia,1952-08-15,,2026-01-15 14:25:06.94534+00
1582,Hadi Taufik Saputra,6681********3581,Direktur,Indonesia,1960-06-22,,2026-01-15 14:25:06.94534+00
1583,Kurnia Kusuma,6682********3582,Komisaris,Indonesia,1989-01-23,,2026-01-15 14:25:06.94534+00
1584,Yanti Permana,6683********3583,Direktur,Indonesia,1956-06-16,,2026-01-15 14:25:06.94534+00
1585,Hendra Feri Hidayat,6684********3584,Direktur Utama,Indonesia,1959-03-14,,2026-01-15 14:25:06.94534+00
1586,Budi Sri Ardiansyah,6685********3585,Komisaris Utama,Indonesia,1968-11-26,,2026-01-15 14:25:06.94534+00
1587,Kurnia Dewi Raharjo,6686********3586,Komisaris Independen,Indonesia,1964-02-17,,2026-01-15 14:25:06.94534+00
1588,Dwi Hermawan,6687********3587,Komisaris Independen,Indonesia,1987-01-15,,2026-01-15 14:25:06.94534+00
1589,Sigit Adi Santoso,6688********3588,Komisaris Independen,China,1983-10-01,,2026-01-15 14:25:06.94534+00
1590,Siti Aditya,6689********3589,Direktur Operasional,Indonesia,1976-07-07,,2026-01-15 14:25:06.94534+00
1591,Rudi Prasetyo,6690********3590,Komisaris,Singapore,1978-03-13,,2026-01-15 14:25:06.94534+00
1592,Kurnia Wishnu Nugroho,6691********3591,Komisaris Independen,Indonesia,1962-07-28,,2026-01-15 14:25:06.94534+00
1593,Nita Rudi Saputra,6692********3592,Direktur,Indonesia,1975-08-12,,2026-01-15 14:25:06.94534+00
1594,Sigit Wahyu Prasetyo,6693********3593,CEO,Indonesia,1954-02-26,,2026-01-15 14:25:06.94534+00
1595,Sigit Nurul Hartono,6694********3594,Direktur Keuangan,Japan,1976-05-11,,2026-01-15 14:25:06.94534+00
1596,Budi Prabowo,6695********3595,COO,Indonesia,1960-04-24,,2026-01-15 14:25:06.94534+00
1597,Hendro Putra,6696********3596,CFO,Indonesia,1965-07-04,,2026-01-15 14:25:06.94534+00
1598,Taufik Susanto,6697********3597,CFO,Indonesia,1987-04-26,,2026-01-15 14:25:06.94534+00
1599,Tri Santoso,6698********3598,Direktur Operasional,Indonesia,1986-10-25,,2026-01-15 14:25:06.94534+00
1600,Siti Rina Aditya,6699********3599,Direktur Operasional,Indonesia,1985-10-24,,2026-01-15 14:25:06.94534+00
1601,Yanti Putri Prasetyo,6700********3600,Komisaris Independen,Indonesia,1952-08-17,,2026-01-15 14:25:06.94534+00
1602,Wati Wahyu Raharjo,6701********3601,Direktur,Indonesia,1963-01-03,,2026-01-15 14:25:06.94534+00
1603,Wulan Siti Surya,6702********3602,Direktur Operasional,Indonesia,1989-04-22,,2026-01-15 14:25:06.94534+00
1604,Wahyu Ramadhan,6703********3603,Sekretaris Perusahaan,Indonesia,1960-04-21,,2026-01-15 14:25:06.94534+00
1605,Hadi Maya Ardiansyah,6704********3604,Komisaris Utama,Indonesia,1967-12-21,,2026-01-15 14:25:06.94534+00
1606,Sari Purwanto,6705********3605,Komisaris,Indonesia,1977-08-27,,2026-01-15 14:25:06.94534+00
1607,Wulan Tri Surya,6706********3606,Sekretaris Perusahaan,Indonesia,1981-04-09,,2026-01-15 14:25:06.94534+00
1608,Hadi Irwan Santoso,6707********3607,Direktur Utama,USA,1972-08-20,,2026-01-15 14:25:06.94534+00
1609,Sari Suharto,6708********3608,Komisaris,Malaysia,1987-04-21,,2026-01-15 14:25:06.94534+00
1610,Tri Santoso,6709********3609,Sekretaris Perusahaan,Indonesia,1956-10-19,,2026-01-15 14:25:06.94534+00
1611,Hendro Permana,6710********3610,COO,Indonesia,1978-05-20,,2026-01-15 14:25:06.94534+00
1612,Hadi Bambang Wijaya,6711********3611,CEO,Indonesia,1955-10-11,,2026-01-15 14:25:06.94534+00
1613,Adi Feri Cahya,6712********3612,CEO,Indonesia,1971-10-11,,2026-01-15 14:25:06.94534+00
1614,Agus Cahya,6713********3613,Direktur Operasional,Indonesia,1955-01-24,,2026-01-15 14:25:06.94534+00
1615,Hendro Irwan Hartono,6714********3614,Sekretaris Perusahaan,Indonesia,1961-05-19,,2026-01-15 14:25:06.94534+00
1616,Hadi Purwanto,6715********3615,Komisaris,Indonesia,1989-04-11,,2026-01-15 14:25:06.94534+00
1617,Sri Putra,6716********3616,CEO,Indonesia,1990-06-01,,2026-01-15 14:25:06.94534+00
1618,Wati Wijaya,6717********3617,Sekretaris Perusahaan,Indonesia,1974-06-27,,2026-01-15 14:25:06.94534+00
1619,Indah Wibowo,6718********3618,Sekretaris Perusahaan,Indonesia,1967-06-07,,2026-01-15 14:25:06.94534+00
1620,Nurul Firmansyah,6719********3619,Komisaris Utama,Indonesia,1961-08-10,,2026-01-15 14:25:06.94534+00
1621,Sri Rizki Hartono,6720********3620,Direktur Utama,Indonesia,1967-06-13,,2026-01-15 14:25:06.94534+00
1622,Nurul Tri Hidayat,6721********3621,Komisaris Utama,Indonesia,1953-11-09,,2026-01-15 14:25:06.94534+00
1623,Wulan Sari Setiawan,6722********3622,Sekretaris Perusahaan,Indonesia,1950-03-17,,2026-01-15 14:25:06.94534+00
1624,Hendro Putra,6723********3623,Direktur Utama,Indonesia,1980-10-09,,2026-01-15 14:25:06.94534+00
1625,Ratna Tri Susanto,6724********3624,CFO,Indonesia,1956-10-17,,2026-01-15 14:25:06.94534+00
1626,Kurnia Mahendra,6725********3625,Direktur Operasional,Indonesia,1964-09-06,,2026-01-15 14:25:06.94534+00
1627,Hadi Firmansyah,6726********3626,Direktur,Indonesia,1973-06-26,,2026-01-15 14:25:06.94534+00
1628,Kurnia Indah Cahya,6727********3627,CFO,Singapore,1976-12-13,,2026-01-15 14:25:06.94534+00
1629,Yanti Prasetyo,6728********3628,Direktur Operasional,Singapore,1951-12-22,,2026-01-15 14:25:06.94534+00
1630,Adi Suharto,6729********3629,Komisaris Utama,Indonesia,1963-05-23,,2026-01-15 14:25:06.94534+00
1631,Rina Prasetyo,6730********3630,CEO,Indonesia,1980-12-01,,2026-01-15 14:25:06.94534+00
1632,Putri Putri Prabowo,6731********3631,Direktur Utama,Indonesia,1988-06-06,,2026-01-15 14:25:06.94534+00
1633,Taufik Kurnia Kusumo,6732********3632,Komisaris,Indonesia,1965-01-26,,2026-01-15 14:25:06.94534+00
1634,Siti Prasetyo,6733********3633,Direktur Keuangan,Indonesia,1960-11-07,,2026-01-15 14:25:06.94534+00
1635,Yulia Gunawan,6734********3634,Komisaris,Indonesia,1963-03-07,,2026-01-15 14:25:06.94534+00
1637,Irwan Rizki Utomo,6736********3636,Komisaris,Indonesia,1965-04-26,,2026-01-15 14:25:06.94534+00
1638,Sri Hartono,6737********3637,CFO,Indonesia,1966-12-23,,2026-01-15 14:25:06.94534+00
1639,Maya Susanto,6738********3638,Direktur Operasional,Indonesia,1966-04-22,,2026-01-15 14:25:06.94534+00
1640,Budi Budi Saputra,6739********3639,CFO,China,1978-03-17,,2026-01-15 14:25:06.94534+00
1641,Dewi Hendro Mahendra,6740********3640,Direktur Operasional,Indonesia,1981-04-15,,2026-01-15 14:25:06.94534+00
1642,Fitri Dewi Ramadhan,6741********3641,CEO,Indonesia,1956-05-12,,2026-01-15 14:25:06.94534+00
1643,Sari Firmansyah,6742********3642,Sekretaris Perusahaan,Indonesia,1967-09-20,,2026-01-15 14:25:06.94534+00
1644,Sari Rudi Susanto,6743********3643,Komisaris Utama,Japan,1958-07-04,,2026-01-15 14:25:06.94534+00
1645,Nurul Ardiansyah,6744********3644,Komisaris Utama,Indonesia,1955-06-11,,2026-01-15 14:25:06.94534+00
1646,Yanti Mahendra,6745********3645,Direktur Operasional,Indonesia,1982-08-21,,2026-01-15 14:25:06.94534+00
1647,Hendro Eko Mahendra,6746********3646,Direktur,Indonesia,1970-06-02,,2026-01-15 14:25:06.94534+00
1648,Tri Hadi Mahendra,6747********3647,Komisaris,Japan,1961-06-19,,2026-01-15 14:25:06.94534+00
1649,Irwan Rudi Gunawan,6748********3648,CFO,Indonesia,1955-11-04,,2026-01-15 14:25:06.94534+00
1650,Wahyu Dian Ardiansyah,6749********3649,Direktur Operasional,Indonesia,1953-09-02,,2026-01-15 14:25:06.94534+00
1651,Hendro Dian Pratama,6750********3650,Sekretaris Perusahaan,Indonesia,1976-06-03,,2026-01-15 14:25:06.94534+00
1652,Siti Wahyu Utomo,6751********3651,Direktur Keuangan,Indonesia,1974-05-11,,2026-01-15 14:25:06.94534+00
1653,Sri Wibowo,6752********3652,Komisaris Utama,Indonesia,1970-12-27,,2026-01-15 14:25:06.94534+00
1654,Adi Dwi Setiawan,6753********3653,Direktur Utama,Indonesia,1974-03-25,,2026-01-15 14:25:06.94534+00
1655,Ratna Rina Ardiansyah,6754********3654,Direktur,Indonesia,1970-10-19,,2026-01-15 14:25:06.94534+00
1656,Feri Ahmad Hidayat,6755********3655,Direktur Utama,Japan,1990-06-27,,2026-01-15 14:25:06.94534+00
1657,Tri Purwanto,6756********3656,Komisaris,Indonesia,1962-03-09,,2026-01-15 14:25:06.94534+00
1658,Agus Susanto,6757********3657,Direktur,Indonesia,1955-12-23,,2026-01-15 14:25:06.94534+00
1659,Wahyu Permana,6758********3658,Direktur,Indonesia,1970-03-23,,2026-01-15 14:25:06.94534+00
1660,Fitri Raharjo,6759********3659,Direktur Utama,Indonesia,1988-03-28,,2026-01-15 14:25:06.94534+00
1661,Andi Purwanto,6760********3660,CFO,Indonesia,1966-12-28,,2026-01-15 14:25:06.94534+00
1662,Wishnu Joko Kusumo,6761********3661,Direktur,Indonesia,1979-05-09,,2026-01-15 14:25:06.94534+00
1663,Wishnu Taufik Utomo,6762********3662,Direktur Keuangan,Indonesia,1980-12-21,,2026-01-15 14:25:06.94534+00
1664,Kurnia Sari Nugroho,6763********3663,Direktur,Indonesia,1985-03-01,,2026-01-15 14:25:06.94534+00
1665,Feri Bambang Purwanto,6764********3664,Komisaris Independen,Indonesia,1952-03-23,,2026-01-15 14:25:06.94534+00
1666,Putri Nugroho,6765********3665,CFO,China,1970-10-27,,2026-01-15 14:25:06.94534+00
1667,Joko Hermawan,6766********3666,Komisaris Independen,Japan,1962-07-15,,2026-01-15 14:25:06.94534+00
1668,Irwan Irwan Putra,6767********3667,Direktur Operasional,Indonesia,1970-12-13,,2026-01-15 14:25:06.94534+00
1669,Eko Irwan Kusumo,6768********3668,Direktur Operasional,Netherlands,1984-02-03,,2026-01-15 14:25:06.94534+00
1670,Eko Raharjo,6769********3669,Direktur Keuangan,Indonesia,1972-06-05,,2026-01-15 14:25:06.94534+00
1671,Lestari Saputra,6770********3670,CFO,Indonesia,1964-09-26,,2026-01-15 14:25:06.94534+00
1672,Indah Cahya,6771********3671,Sekretaris Perusahaan,Malaysia,1972-12-01,,2026-01-15 14:25:06.94534+00
1673,Taufik Saputra,6772********3672,Direktur Operasional,Indonesia,1977-10-03,,2026-01-15 14:25:06.94534+00
1674,Hadi Tri Permana,6773********3673,COO,Indonesia,1963-10-04,,2026-01-15 14:25:06.94534+00
1675,Tri Ramadhan,6774********3674,Komisaris Independen,Indonesia,1983-05-22,,2026-01-15 14:25:06.94534+00
1676,Siti Hendra Permana,6775********3675,Sekretaris Perusahaan,Indonesia,1976-09-26,,2026-01-15 14:25:06.94534+00
1677,Budi Bambang Hermawan,6776********3676,Komisaris Independen,Indonesia,1965-08-27,,2026-01-15 14:25:06.94534+00
1678,Irwan Kurnia Wibowo,6777********3677,Sekretaris Perusahaan,Indonesia,1959-12-13,,2026-01-15 14:25:06.94534+00
1679,Ratna Aditya,6778********3678,COO,Indonesia,1977-12-17,,2026-01-15 14:25:06.94534+00
1680,Eko Ramadhan,6779********3679,COO,Indonesia,1956-04-06,,2026-01-15 14:25:06.94534+00
1681,Andi Yanti Wibowo,6780********3680,Sekretaris Perusahaan,Indonesia,1951-05-27,,2026-01-15 14:25:06.94534+00
1682,Feri Wishnu Hidayat,6781********3681,Komisaris,Indonesia,1969-11-01,,2026-01-15 14:25:06.94534+00
1683,Rudi Dwi Suharto,6782********3682,CFO,China,1986-01-11,,2026-01-15 14:25:06.94534+00
1684,Budi Nurul Kusuma,6783********3683,Direktur,Indonesia,1961-09-21,,2026-01-15 14:25:06.94534+00
1685,Lestari Adi Pratama,6784********3684,CEO,Indonesia,1974-04-23,,2026-01-15 14:25:06.94534+00
1686,Sri Siti Suharto,6785********3685,Sekretaris Perusahaan,Indonesia,1986-08-19,,2026-01-15 14:25:06.94534+00
1687,Siti Dian Kusumo,6786********3686,CFO,Indonesia,1976-03-03,,2026-01-15 14:25:06.94534+00
1688,Sri Prasetyo,6787********3687,Komisaris Independen,Indonesia,1967-01-15,,2026-01-15 14:25:06.94534+00
1689,Kurnia Suharto,6788********3688,Komisaris,Indonesia,1982-02-06,,2026-01-15 14:25:06.94534+00
1690,Andi Hadi Gunawan,6789********3689,Komisaris Utama,Malaysia,1954-11-09,,2026-01-15 14:25:06.94534+00
1691,Hendra Wulan Permana,6790********3690,CFO,Indonesia,1982-06-08,,2026-01-15 14:25:06.94534+00
1692,Lestari Budi Purwanto,6791********3691,Komisaris,Indonesia,1966-01-08,,2026-01-15 14:25:06.94534+00
1693,Agus Hadi Saputra,6792********3692,Direktur,Indonesia,1985-02-04,,2026-01-15 14:25:06.94534+00
1694,Rudi Fitri Raharjo,6793********3693,Komisaris,Indonesia,1986-10-20,,2026-01-15 14:25:06.94534+00
1695,Yanti Kurnia Santoso,6794********3694,Direktur Utama,Indonesia,1955-04-07,,2026-01-15 14:25:06.94534+00
1696,Wishnu Bambang Suharto,6795********3695,Sekretaris Perusahaan,Indonesia,1964-06-24,,2026-01-15 14:25:06.94534+00
1697,Agus Santoso,6796********3696,Direktur,Indonesia,1975-10-26,,2026-01-15 14:25:06.94534+00
1698,Ahmad Fitri Santoso,6797********3697,Komisaris Utama,Indonesia,1969-10-23,,2026-01-15 14:25:06.94534+00
1699,Eko Saputra,6798********3698,Sekretaris Perusahaan,Indonesia,1976-11-09,,2026-01-15 14:25:06.94534+00
1700,Maya Prasetyo,6799********3699,Komisaris Utama,Japan,1971-10-03,,2026-01-15 14:25:06.94534+00
1701,Taufik Kurnia Surya,6800********3700,CEO,Indonesia,1959-08-04,,2026-01-15 14:25:06.94534+00
1702,Andi Utomo,6801********3701,CEO,Indonesia,1966-06-01,,2026-01-15 14:25:06.94534+00
1703,Adi Prabowo,6802********3702,Komisaris Utama,Indonesia,1971-11-01,,2026-01-15 14:25:06.94534+00
1704,Wahyu Prabowo,6803********3703,CFO,Indonesia,1975-05-05,,2026-01-15 14:25:06.94534+00
1705,Tri Wijaya,6804********3704,Komisaris Independen,Indonesia,1976-09-05,,2026-01-15 14:25:06.94534+00
1706,Yulia Kusuma,6805********3705,Direktur,Indonesia,1969-04-22,,2026-01-15 14:25:06.94534+00
1707,Yanti Hendro Suharto,6806********3706,Direktur Utama,Indonesia,1955-06-10,,2026-01-15 14:25:06.94534+00
1708,Wishnu Yulia Hartono,6807********3707,Komisaris Utama,Indonesia,1973-07-09,,2026-01-15 14:25:06.94534+00
1709,Dewi Wahyu Putra,6808********3708,Direktur Keuangan,Indonesia,1968-06-15,,2026-01-15 14:25:06.94534+00
1710,Ahmad Dian Firmansyah,6809********3709,Komisaris Independen,Indonesia,1977-07-23,,2026-01-15 14:25:06.94534+00
1711,Sri Firmansyah,6810********3710,Komisaris Utama,Indonesia,1954-06-24,,2026-01-15 14:25:06.94534+00
1712,Ahmad Wishnu Hermawan,6811********3711,Sekretaris Perusahaan,Indonesia,1982-10-01,,2026-01-15 14:25:06.94534+00
1713,Nurul Nita Wijaya,6812********3712,CFO,Indonesia,1966-08-15,,2026-01-15 14:25:06.94534+00
1714,Dian Surya,6813********3713,COO,Indonesia,1978-06-17,,2026-01-15 14:25:06.94534+00
1715,Dwi Wulan Pratama,6814********3714,Direktur,Indonesia,1979-06-27,,2026-01-15 14:25:06.94534+00
1716,Wahyu Kusumo,6815********3715,CFO,Indonesia,1960-07-02,,2026-01-15 14:25:06.94534+00
1717,Yanti Indah Kusumo,6816********3716,Direktur Utama,Indonesia,1961-04-26,,2026-01-15 14:25:06.94534+00
1718,Fitri Irwan Suharto,6817********3717,Direktur Keuangan,Indonesia,1956-02-08,,2026-01-15 14:25:06.94534+00
1719,Andi Aditya,6818********3718,COO,Indonesia,1987-08-10,,2026-01-15 14:25:06.94534+00
1720,Feri Prasetyo,6819********3719,Komisaris Utama,Indonesia,1966-01-25,,2026-01-15 14:25:06.94534+00
1721,Putri Mahendra,6820********3720,Direktur Operasional,Indonesia,1982-10-18,,2026-01-15 14:25:06.94534+00
1722,Dwi Kurnia Raharjo,6821********3721,Komisaris Independen,Indonesia,1979-02-26,,2026-01-15 14:25:06.94534+00
1723,Maya Feri Permana,6822********3722,Komisaris,Indonesia,1953-09-25,,2026-01-15 14:25:06.94534+00
1724,Nurul Prabowo,6823********3723,Sekretaris Perusahaan,Indonesia,1989-12-22,,2026-01-15 14:25:06.94534+00
1725,Dian Santoso,6824********3724,COO,Indonesia,1990-03-21,,2026-01-15 14:25:06.94534+00
1726,Putri Raharjo,6825********3725,Komisaris Independen,Indonesia,1962-05-28,,2026-01-15 14:25:06.94534+00
1727,Budi Permana,6826********3726,Direktur Utama,Indonesia,1974-01-05,,2026-01-15 14:25:06.94534+00
